split,seed,episode_id,intent,morphology,arm_length,shoulder_width,handedness,camera_scale,style_speed,curvature,hesitation,occlusion,noise,object_class,contact_time
object_affordance_ambiguity,1,31,pull,seen,0.97959,0.45041,-1,1.02570,0.86757,0.16301,0.06139,0.02402,0.00607,sliding_box,0.51421
object_affordance_ambiguity,1,32,rotate,seen,0.93270,0.36910,1,0.94866,0.88418,0.21496,0.07805,0.02870,0.00559,round_handle,0.52070
object_affordance_ambiguity,1,33,lift,seen,1.10110,0.42417,-1,0.90461,0.95217,0.25994,0.04442,0.00448,0.01060,round_handle,0.47386
object_affordance_ambiguity,1,34,place,seen,0.94405,0.39310,1,1.05582,0.93630,0.17354,0.04989,0.01329,0.01141,small_cup,0.46768
object_affordance_ambiguity,1,35,handoff,seen,0.94985,0.39649,1,1.02054,1.06502,0.28343,0.05770,0.03699,0.00764,small_cup,0.43562
object_affordance_ambiguity,1,36,push,seen,1.05294,0.41560,-1,1.00902,0.86631,0.16183,0.03761,0.02567,0.00538,sliding_box,0.52619
object_affordance_ambiguity,1,37,pull,seen,1.04780,0.36884,-1,1.05002,1.05311,0.11383,0.00367,0.01812,0.00642,sliding_box,0.43477
object_affordance_ambiguity,1,38,rotate,seen,1.03991,0.39773,-1,1.02993,1.00790,0.13235,0.03937,0.05188,0.00413,round_handle,0.44063
object_affordance_ambiguity,1,39,lift,seen,0.98150,0.38704,-1,0.99014,0.95858,0.21932,0.05667,0.04858,0.00871,round_handle,0.46928
object_affordance_ambiguity,1,40,place,seen,0.96426,0.33441,1,1.02076,0.91389,0.19859,0.03411,0.03309,0.00825,small_cup,0.47434
object_affordance_ambiguity,1,41,handoff,seen,0.93839,0.37851,-1,0.99913,0.95036,0.18623,0.00429,0.05619,0.01102,small_cup,0.48339
combined_hard_shift,1,0,push,shift,1.33303,0.27252,1,1.37179,0.61678,0.48572,0.21607,0.19200,0.02514,sliding_box,0.73336
combined_hard_shift,1,1,pull,shift,1.38623,0.28995,1,1.35586,1.65970,0.37002,0.20155,0.22607,0.02870,sliding_box,0.33345
combined_hard_shift,1,2,rotate,shift,1.29908,0.56694,1,1.37101,1.48204,0.41145,0.12544,0.20674,0.03204,round_handle,0.30624
combined_hard_shift,1,3,lift,shift,1.42073,0.28041,-1,1.42297,1.84337,0.67171,0.25942,0.17234,0.02804,round_handle,0.29506
combined_hard_shift,1,4,place,shift,0.74891,0.58099,1,0.72695,0.53507,0.41794,0.24583,0.15001,0.01997,small_cup,0.65477
combined_hard_shift,1,5,handoff,shift,0.60034,0.25368,-1,1.35450,1.64922,0.44602,0.10883,0.13563,0.02925,small_cup,0.25676
combined_hard_shift,1,6,push,shift,0.69345,0.26337,1,0.73278,0.48687,0.57374,0.20920,0.22940,0.03705,sliding_box,0.69606
combined_hard_shift,1,7,pull,shift,0.75051,0.54107,-1,1.32773,1.62198,0.54963,0.23318,0.20235,0.02692,sliding_box,0.28379
combined_hard_shift,1,8,rotate,shift,1.28451,0.24606,1,1.35857,0.62657,0.29249,0.14578,0.21967,0.02734,round_handle,0.71158
combined_hard_shift,1,9,lift,shift,0.71910,0.28677,-1,0.76815,0.48495,0.33848,0.25744,0.23448,0.02729,round_handle,0.72972
combined_hard_shift,1,10,place,shift,0.69717,0.29532,1,1.35465,0.48151,0.56378,0.24745,0.31965,0.03250,small_cup,0.69489
combined_hard_shift,1,11,handoff,shift,0.68043,0.60493,1,0.71067,0.52363,0.56952,0.14826,0.13234,0.02221,small_cup,0.68244
combined_hard_shift,1,12,push,shift,0.72610,0.25032,-1,0.67376,1.71076,0.45683,0.22547,0.14136,0.02787,sliding_box,0.28287
combined_hard_shift,1,13,pull,shift,0.67067,0.60619,1,0.71056,1.61313,0.58786,0.27624,0.28730,0.02201,sliding_box,0.31773
combined_hard_shift,1,14,rotate,shift,1.35225,0.57903,1,1.38832,0.51579,0.40292,0.26889,0.18078,0.02481,round_handle,0.69657
combined_hard_shift,1,15,lift,shift,1.44641,0.30293,-1,0.70476,1.79851,0.38163,0.25840,0.21735,0.02425,round_handle,0.29193
combined_hard_shift,1,16,place,shift,0.71475,0.31325,-1,1.29850,1.74046,0.66624,0.14179,0.21361,0.02280,small_cup,0.33694
combined_hard_shift,1,17,handoff,shift,1.39851,0.26243,-1,1.41370,1.73934,0.47429,0.13345,0.27321,0.03079,small_cup,0.26570
combined_hard_shift,1,18,push,shift,0.68664,0.23932,1,0.74067,1.70231,0.37133,0.27289,0.24743,0.03581,sliding_box,0.21263
combined_hard_shift,1,19,pull,shift,1.42142,0.24724,-1,1.39758,1.52634,0.30570,0.27669,0.22980,0.03486,sliding_box,0.35478
combined_hard_shift,1,20,rotate,shift,1.35251,0.23221,1,0.70511,1.62587,0.17704,0.25908,0.14617,0.02590,round_handle,0.27381
combined_hard_shift,1,21,lift,shift,1.36518,0.29256,-1,0.73370,1.46245,0.61658,0.14993,0.31547,0.02616,round_handle,0.29066
combined_hard_shift,1,22,place,shift,0.69416,0.56358,1,0.68041,0.48977,0.43294,0.22547,0.26497,0.03303,small_cup,0.68985
combined_hard_shift,1,23,handoff,shift,1.43134,0.58543,-1,0.72029,0.49124,0.48235,0.24289,0.23164,0.02183,small_cup,0.70069
combined_hard_shift,1,24,push,shift,1.46301,0.60969,1,0.64942,0.40486,0.68168,0.23679,0.27282,0.02711,sliding_box,0.69187
combined_hard_shift,1,25,pull,shift,1.34945,0.56849,-1,0.66956,0.48979,0.45221,0.27159,0.13834,0.03898,sliding_box,0.67948
combined_hard_shift,1,26,rotate,shift,0.65195,0.58009,-1,0.67991,1.68976,0.43837,0.20787,0.21064,0.02689,round_handle,0.34546
combined_hard_shift,1,27,lift,shift,0.73479,0.23228,1,0.70884,0.50218,0.69576,0.27243,0.30094,0.03821,round_handle,0.68476
combined_hard_shift,1,28,place,shift,1.41885,0.26847,1,1.27467,1.58599,0.62933,0.16577,0.26870,0.02804,small_cup,0.32447
combined_hard_shift,1,29,handoff,shift,0.72744,0.26909,1,1.31095,1.70451,0.25766,0.11618,0.30216,0.03372,small_cup,0.28128
combined_hard_shift,1,30,push,shift,0.79766,0.28545,1,1.35168,1.92692,0.61372,0.22132,0.28306,0.03624,sliding_box,0.33485
combined_hard_shift,1,31,pull,shift,0.81134,0.56979,1,0.69471,1.66128,0.33184,0.14099,0.23737,0.03622,sliding_box,0.30181
combined_hard_shift,1,32,rotate,shift,0.74900,0.28187,-1,0.74120,0.51565,0.53993,0.26125,0.25763,0.03270,round_handle,0.69465
combined_hard_shift,1,33,lift,shift,1.45519,0.59160,1,0.70837,0.55372,0.27465,0.15803,0.23300,0.01951,round_handle,0.68973
combined_hard_shift,1,34,place,shift,0.68380,0.53302,1,1.33582,1.70293,0.60112,0.18551,0.16060,0.02748,small_cup,0.29322
combined_hard_shift,1,35,handoff,shift,1.36564,0.60843,-1,0.72657,0.52213,0.46295,0.15397,0.28087,0.03146,small_cup,0.66100
combined_hard_shift,1,36,push,shift,1.35877,0.27222,1,0.71198,1.62639,0.19990,0.12279,0.22602,0.03665,sliding_box,0.23378
combined_hard_shift,1,37,pull,shift,1.26935,0.54465,-1,1.31837,0.59870,0.57569,0.26260,0.16041,0.03566,sliding_box,0.72349
combined_hard_shift,1,38,rotate,shift,1.38310,0.57517,1,0.68981,0.53677,0.49615,0.10264,0.22182,0.03928,round_handle,0.70078
combined_hard_shift,1,39,lift,shift,1.34890,0.28333,-1,1.30538,0.57220,0.38165,0.14145,0.16721,0.02856,round_handle,0.66204
combined_hard_shift,1,40,place,shift,1.49392,0.29692,-1,0.70483,0.55612,0.49723,0.24659,0.30820,0.02582,small_cup,0.70301
combined_hard_shift,1,41,handoff,shift,0.72033,0.57947,1,0.68399,0.50503,0.50172,0.23659,0.30623,0.03042,small_cup,0.64628
seen_morphology_clean,2,0,push,seen,1.04922,0.41210,1,1.05526,0.96013,0.21123,0.03464,0.04339,0.00443,box,0.48063
seen_morphology_clean,2,1,pull,seen,1.09623,0.41952,1,1.01463,0.91971,0.23173,0.04421,0.01487,0.00805,drawer_handle,0.47001
seen_morphology_clean,2,2,rotate,seen,0.99651,0.36039,-1,1.01677,1.00272,0.27032,0.00015,0.00475,0.00738,knob,0.44138
seen_morphology_clean,2,3,lift,seen,0.88312,0.42742,-1,0.97227,0.88714,0.13054,0.00610,0.04976,0.00803,tool,0.47932
seen_morphology_clean,2,4,place,seen,1.08622,0.37351,-1,1.01561,1.02533,0.08988,0.06958,0.00739,0.01058,block_to_bin,0.44320
seen_morphology_clean,2,5,handoff,seen,0.98094,0.37347,-1,0.97745,0.92176,0.15301,0.02721,0.03854,0.00920,cup_handoff,0.49308
seen_morphology_clean,2,6,push,seen,1.01568,0.35720,-1,1.02810,0.98034,0.11106,0.03162,0.02155,0.00667,cart,0.43721
seen_morphology_clean,2,7,pull,seen,0.93750,0.39912,-1,1.02850,0.92808,0.15719,0.02799,0.04152,0.01032,sliding_tray,0.49153
seen_morphology_clean,2,8,rotate,seen,1.04857,0.42962,-1,0.98576,1.00351,0.20178,0.02849,0.02019,0.00486,knob,0.43171
seen_morphology_clean,2,9,lift,seen,0.91299,0.40779,-1,1.03289,1.01249,0.12795,0.06844,0.03595,0.00954,mug,0.42601
seen_morphology_clean,2,10,place,seen,1.04173,0.40791,-1,0.97189,1.06480,0.09823,0.01677,0.02974,0.01002,block_to_bin,0.44603
seen_morphology_clean,2,11,handoff,seen,1.02682,0.35766,-1,1.00729,1.10981,0.08140,0.00465,0.05269,0.01103,tool_handoff,0.40242
seen_morphology_clean,2,12,push,seen,0.91526,0.40235,1,0.98532,0.85899,0.13673,0.01093,0.01079,0.01054,sliding_box,0.50328
seen_morphology_clean,2,13,pull,seen,1.03953,0.42986,-1,0.98419,0.99048,0.14170,0.00159,0.03894,0.00807,drawer_handle,0.42996
seen_morphology_clean,2,14,rotate,seen,0.99109,0.39357,-1,1.00633,1.06416,0.17172,0.01192,0.02994,0.00426,knob,0.43460
seen_morphology_clean,2,15,lift,seen,0.96391,0.38561,-1,1.01429,0.94199,0.26937,0.01412,0.04280,0.01084,mug,0.47784
seen_morphology_clean,2,16,place,seen,1.06401,0.39665,1,0.99681,1.13403,0.18651,0.06222,0.04217,0.01134,cup_to_bowl,0.38051
seen_morphology_clean,2,17,handoff,seen,0.80495,0.37146,1,1.00921,0.93846,0.11912,0.01757,0.01255,0.01031,cup_handoff,0.48520
seen_morphology_clean,2,18,push,seen,1.04798,0.38685,-1,0.96278,1.00979,0.17422,0.02229,0.00824,0.00939,cart,0.42178
seen_morphology_clean,2,19,pull,seen,1.10684,0.36056,1,0.93084,0.91646,0.16349,0.00076,0.03469,0.00855,tethered_box,0.45885
seen_morphology_clean,2,20,rotate,seen,0.95559,0.39483,-1,0.98246,1.16183,0.17866,0.00166,0.02954,0.00657,valve,0.38932
seen_morphology_clean,2,21,lift,seen,1.04377,0.47670,-1,1.03279,1.00040,0.30500,0.04352,0.01347,0.00799,tool,0.42625
seen_morphology_clean,2,22,place,seen,0.96926,0.43252,1,1.02788,0.93724,0.17139,0.00986,0.00767,0.01139,cup_to_bowl,0.47855
seen_morphology_clean,2,23,handoff,seen,1.03094,0.43591,1,0.98721,0.98633,0.20565,0.02536,0.02551,0.00658,tool_handoff,0.43816
seen_morphology_clean,2,24,push,seen,1.05227,0.38838,1,1.01341,1.02492,0.17011,0.01881,0.02026,0.00987,box,0.42802
seen_morphology_clean,2,25,pull,seen,1.04228,0.43710,-1,1.04193,0.88889,0.20887,0.00294,0.01064,0.00770,sliding_tray,0.46816
seen_morphology_clean,2,26,rotate,seen,0.98607,0.33732,1,1.02483,0.99272,0.12871,0.05548,0.03847,0.00972,jar_lid,0.44297
seen_morphology_clean,2,27,lift,seen,1.01525,0.38117,-1,1.04450,0.97204,0.18907,0.03092,0.02360,0.00766,tool,0.43897
seen_morphology_clean,2,28,place,seen,0.98058,0.38404,-1,0.95087,1.17268,0.11973,0.05150,0.04364,0.00801,cup_to_bowl,0.40099
seen_morphology_clean,2,29,handoff,seen,1.00030,0.37064,1,0.96472,0.90264,0.05629,0.06747,0.05293,0.00844,tool_handoff,0.48321
seen_morphology_clean,2,30,push,seen,1.03317,0.40468,-1,0.95648,1.03505,0.15653,0.05624,0.05424,0.00906,cart,0.43564
seen_morphology_clean,2,31,pull,seen,1.03699,0.43628,-1,1.01549,0.85671,0.14497,0.03374,0.03580,0.00970,sliding_tray,0.52583
seen_morphology_clean,2,32,rotate,seen,1.01802,0.39763,1,1.01335,0.92897,0.24059,0.03846,0.00922,0.00682,knob,0.46825
seen_morphology_clean,2,33,lift,seen,0.94938,0.41046,1,1.03384,1.03065,0.19854,0.06689,0.01881,0.00405,tool,0.43586
seen_morphology_clean,2,34,place,seen,1.14332,0.42006,1,0.95648,0.99474,0.20381,0.06649,0.01964,0.01198,peg_to_slot,0.43251
seen_morphology_clean,2,35,handoff,seen,1.02038,0.36091,1,1.05468,0.99470,0.16159,0.01439,0.02805,0.00954,tool_handoff,0.44277
seen_morphology_clean,2,36,push,seen,0.94672,0.39073,1,0.99915,0.91517,0.09954,0.00110,0.05274,0.01080,cart,0.48174
seen_morphology_clean,2,37,pull,seen,1.01065,0.37311,-1,1.00514,1.17139,0.22288,0.06853,0.02188,0.01063,tethered_box,0.39921
seen_morphology_clean,2,38,rotate,seen,0.95422,0.40012,1,1.00224,0.97332,0.18805,0.06345,0.04871,0.00946,jar_lid,0.46887
seen_morphology_clean,2,39,lift,seen,1.04469,0.37232,1,1.00257,1.04663,0.14780,0.01526,0.02463,0.00967,mug,0.44149
seen_morphology_clean,2,40,place,seen,0.89846,0.44621,-1,0.98050,0.98339,0.18799,0.05441,0.04922,0.00482,cup_to_bowl,0.43877
seen_morphology_clean,2,41,handoff,seen,0.93350,0.40005,1,0.99755,0.99545,0.19124,0.06326,0.02251,0.00775,part_handoff,0.43413
style_shift_same_intent,2,0,push,seen,1.10716,0.40672,-1,1.04144,0.58458,0.37475,0.21107,0.04087,0.01404,box,0.68622
style_shift_same_intent,2,1,pull,seen,0.97314,0.43620,-1,0.95685,1.49444,0.31630,0.19193,0.10748,0.01843,sliding_tray,0.31183
style_shift_same_intent,2,2,rotate,seen,0.99830,0.39584,-1,1.02320,1.56842,0.48696,0.18011,0.11918,0.01540,knob,0.29859
style_shift_same_intent,2,3,lift,seen,1.05424,0.43557,-1,0.96426,1.47561,0.55624,0.16789,0.09779,0.01213,block,0.30472
style_shift_same_intent,2,4,place,seen,0.94781,0.39177,1,0.97957,1.43886,0.52956,0.13135,0.03013,0.02412,block_to_bin,0.29625
style_shift_same_intent,2,5,handoff,seen,1.06401,0.39533,-1,1.01216,1.55967,0.33458,0.15105,0.08515,0.02257,cup_handoff,0.29460
style_shift_same_intent,2,6,push,seen,1.02877,0.41374,1,1.01434,0.57253,0.55420,0.12907,0.05593,0.02566,box,0.64687
style_shift_same_intent,2,7,pull,seen,1.01913,0.36522,1,1.06375,0.58991,0.51729,0.13149,0.03662,0.02492,sliding_tray,0.64915
style_shift_same_intent,2,8,rotate,seen,1.09716,0.37793,-1,1.00044,1.57145,0.49776,0.13485,0.10325,0.01924,knob,0.29303
style_shift_same_intent,2,9,lift,seen,0.99130,0.37274,-1,1.00455,1.35901,0.33451,0.18993,0.11568,0.02348,mug,0.34140
style_shift_same_intent,2,10,place,seen,0.97511,0.36679,-1,1.00069,0.50163,0.32013,0.12578,0.05563,0.01390,block_to_bin,0.69363
style_shift_same_intent,2,11,handoff,seen,1.05054,0.39099,-1,0.99179,1.59771,0.69789,0.19446,0.06500,0.01115,part_handoff,0.31362
style_shift_same_intent,2,12,push,seen,1.02038,0.44201,-1,0.96654,1.63361,0.63989,0.19357,0.11880,0.01411,cart,0.29476
style_shift_same_intent,2,13,pull,seen,1.01167,0.41032,1,0.97789,1.54389,0.35559,0.08803,0.08288,0.02568,sliding_tray,0.27067
style_shift_same_intent,2,14,rotate,seen,1.05898,0.36017,1,1.00507,1.41931,0.20980,0.20236,0.09116,0.01962,knob,0.36446
style_shift_same_intent,2,15,lift,seen,0.95826,0.42633,-1,1.02927,1.54420,0.51539,0.09632,0.07253,0.02219,block,0.28730
style_shift_same_intent,2,16,place,seen,1.05482,0.37772,-1,0.96120,1.57447,0.32546,0.13578,0.09279,0.01752,peg_to_slot,0.29392
style_shift_same_intent,2,17,handoff,seen,1.06183,0.41583,-1,1.04414,1.67023,0.32612,0.19290,0.08154,0.02499,part_handoff,0.29484
style_shift_same_intent,2,18,push,seen,1.02493,0.36783,1,1.04964,1.63921,0.48972,0.13119,0.08558,0.01471,cart,0.31348
style_shift_same_intent,2,19,pull,seen,0.99230,0.39227,-1,0.98001,0.57463,0.36476,0.16135,0.04894,0.02572,sliding_tray,0.69572
style_shift_same_intent,2,20,rotate,seen,0.98724,0.37587,1,0.98090,1.49149,0.38176,0.14069,0.11001,0.01785,valve,0.32612
style_shift_same_intent,2,21,lift,seen,1.02941,0.37997,-1,1.06882,1.55171,0.40377,0.14526,0.06158,0.02457,tool,0.32570
style_shift_same_intent,2,22,place,seen,1.01252,0.42594,-1,0.99575,1.63922,0.38666,0.10342,0.08973,0.01432,peg_to_slot,0.29423
style_shift_same_intent,2,23,handoff,seen,1.14669,0.42845,1,0.97881,1.54681,0.49909,0.21735,0.11331,0.01807,cup_handoff,0.29904
style_shift_same_intent,2,24,push,seen,1.17863,0.42684,1,0.97080,1.52521,0.27531,0.14325,0.04277,0.02075,cart,0.27053
style_shift_same_intent,2,25,pull,seen,1.06786,0.38022,-1,0.98675,0.51983,0.18026,0.15841,0.06436,0.01764,tethered_box,0.68818
style_shift_same_intent,2,26,rotate,seen,0.99321,0.40745,-1,0.97789,0.62954,0.27979,0.12122,0.09296,0.02084,valve,0.71501
style_shift_same_intent,2,27,lift,seen,1.01787,0.43874,1,0.99534,0.54125,0.46698,0.15344,0.09758,0.01970,mug,0.69550
style_shift_same_intent,2,28,place,seen,0.89045,0.43243,1,0.99373,1.63545,0.44955,0.11756,0.08762,0.01476,peg_to_slot,0.31320
style_shift_same_intent,2,29,handoff,seen,0.99538,0.41380,1,1.06932,0.68865,0.29672,0.13866,0.05694,0.02557,cup_handoff,0.66305
style_shift_same_intent,2,30,push,seen,1.04788,0.40492,-1,0.99463,0.55973,0.42705,0.21031,0.04903,0.02358,cart,0.72583
style_shift_same_intent,2,31,pull,seen,1.02766,0.42831,-1,1.08676,1.43939,0.45034,0.13613,0.10816,0.01121,drawer_handle,0.30235
style_shift_same_intent,2,32,rotate,seen,0.95871,0.37736,1,1.01129,1.51168,0.34915,0.19045,0.03505,0.01611,valve,0.30778
style_shift_same_intent,2,33,lift,seen,1.01143,0.35688,-1,1.01454,0.61760,0.47263,0.16724,0.08035,0.02133,block,0.69029
style_shift_same_intent,2,34,place,seen,1.02366,0.38869,-1,0.99384,1.72840,0.26786,0.10573,0.09288,0.01673,block_to_bin,0.30664
style_shift_same_intent,2,35,handoff,seen,1.08221,0.37160,-1,1.07305,1.64300,0.17403,0.10849,0.04564,0.01116,cup_handoff,0.31389
style_shift_same_intent,2,36,push,seen,0.90630,0.38691,1,0.97417,0.61164,0.46396,0.11780,0.06645,0.02282,box,0.71587
style_shift_same_intent,2,37,pull,seen,1.00257,0.42230,1,1.04319,1.45425,0.44811,0.21512,0.06582,0.01100,drawer_handle,0.31521
style_shift_same_intent,2,38,rotate,seen,0.94959,0.38107,1,1.00994,0.55199,0.43669,0.21278,0.03382,0.01919,valve,0.70569
style_shift_same_intent,2,39,lift,seen,1.00877,0.40806,1,0.93459,1.52788,0.39089,0.13314,0.09528,0.01760,mug,0.31281
style_shift_same_intent,2,40,place,seen,1.08729,0.36401,1,1.01573,1.50593,0.44561,0.21338,0.08075,0.01826,cup_to_bowl,0.30162
style_shift_same_intent,2,41,handoff,seen,0.95058,0.40217,-1,0.98435,0.62403,0.43119,0.19017,0.03521,0.02236,tool_handoff,0.71040
morphology_shift,2,0,push,shift,0.72949,0.53851,1,1.25854,1.20428,0.23465,0.04032,0.00371,0.00686,cart,0.33966
morphology_shift,2,1,pull,shift,0.77288,0.53131,-1,0.71574,1.06506,0.22433,0.01824,0.02524,0.00929,tethered_box,0.43766
morphology_shift,2,2,rotate,shift,0.70971,0.30734,-1,1.26755,1.00574,0.19257,0.06042,0.02064,0.01165,knob,0.45658
morphology_shift,2,3,lift,shift,1.32371,0.52864,1,0.75001,1.14197,0.20467,0.04869,0.01164,0.01162,mug,0.38759
morphology_shift,2,4,place,shift,1.29645,0.55210,-1,0.73594,0.97694,0.20279,0.01586,0.05334,0.00583,peg_to_slot,0.43990
morphology_shift,2,5,handoff,shift,0.68525,0.25127,-1,0.76088,1.06945,0.19393,0.06560,0.03922,0.00765,part_handoff,0.43439
morphology_shift,2,6,push,shift,1.32290,0.29963,1,0.73858,0.96783,0.24464,0.05031,0.00942,0.00627,cart,0.47921
morphology_shift,2,7,pull,shift,1.36246,0.30056,-1,1.27116,0.96488,0.28212,0.01276,0.02213,0.00761,drawer_handle,0.43474
morphology_shift,2,8,rotate,shift,1.33776,0.55602,1,1.34266,0.94343,0.07352,0.04142,0.00976,0.00828,valve,0.47854
morphology_shift,2,9,lift,shift,0.75461,0.56793,1,0.77629,0.97665,0.22401,0.05262,0.04738,0.00835,tool,0.43613
morphology_shift,2,10,place,shift,0.74001,0.51071,1,0.73508,0.96409,0.14738,0.06269,0.03051,0.01152,block_to_bin,0.49883
morphology_shift,2,11,handoff,shift,0.72599,0.32863,-1,0.69298,0.77139,0.04452,0.00865,0.02111,0.01022,part_handoff,0.56889
morphology_shift,2,12,push,shift,1.45084,0.53986,1,0.75423,1.03235,0.23471,0.04098,0.04141,0.00991,sliding_box,0.43235
morphology_shift,2,13,pull,shift,1.35507,0.50666,1,0.76483,0.96010,0.24171,0.03823,0.04072,0.00882,sliding_tray,0.48983
morphology_shift,2,14,rotate,shift,1.26616,0.54018,-1,0.75246,1.06012,0.16813,0.02421,0.01271,0.00959,jar_lid,0.41582
morphology_shift,2,15,lift,shift,0.72989,0.53511,-1,0.68983,0.93676,0.24236,0.00749,0.02165,0.00645,block,0.48370
morphology_shift,2,16,place,shift,0.73654,0.50560,1,1.23627,0.89898,0.21391,0.06843,0.05777,0.01152,cup_to_bowl,0.47683
morphology_shift,2,17,handoff,shift,0.74845,0.30159,1,0.74210,1.02055,0.17477,0.04863,0.03567,0.00502,part_handoff,0.43621
morphology_shift,2,18,push,shift,1.40554,0.52914,-1,1.28635,0.95070,0.21789,0.06173,0.04046,0.00753,cart,0.47191
morphology_shift,2,19,pull,shift,1.37174,0.51861,-1,0.73459,1.00786,0.16407,0.01486,0.03675,0.00669,drawer_handle,0.43761
morphology_shift,2,20,rotate,shift,0.70960,0.28766,-1,1.30542,1.02955,0.18635,0.06812,0.03214,0.01160,knob,0.41271
morphology_shift,2,21,lift,shift,0.64847,0.56022,1,1.28163,0.91356,0.19187,0.05717,0.00119,0.01006,block,0.48757
morphology_shift,2,22,place,shift,1.32140,0.55963,1,0.69908,0.92972,0.19210,0.04123,0.05174,0.00602,block_to_bin,0.47677
morphology_shift,2,23,handoff,shift,1.34913,0.29087,-1,0.74641,0.95282,0.06088,0.03220,0.00682,0.01196,tool_handoff,0.48831
morphology_shift,2,24,push,shift,1.33719,0.53662,-1,1.27334,0.89947,0.14445,0.02960,0.03344,0.00904,cart,0.48589
morphology_shift,2,25,pull,shift,0.70535,0.30220,-1,0.72224,1.08558,0.21459,0.06301,0.04486,0.00705,drawer_handle,0.39455
morphology_shift,2,26,rotate,shift,0.78501,0.26984,1,1.28693,1.00626,0.23547,0.02452,0.00153,0.00554,jar_lid,0.43620
morphology_shift,2,27,lift,shift,1.35416,0.31643,-1,0.74805,0.94316,0.19149,0.06173,0.02607,0.00778,tool,0.47766
morphology_shift,2,28,place,shift,1.29717,0.28621,1,1.27194,0.93919,0.13772,0.07432,0.04447,0.01123,cup_to_bowl,0.47584
morphology_shift,2,29,handoff,shift,1.33951,0.50792,1,0.69999,1.11014,0.13224,0.00629,0.05602,0.00438,part_handoff,0.38712
morphology_shift,2,30,push,shift,1.36614,0.27930,1,1.28566,1.11669,0.15278,0.07616,0.00897,0.00668,box,0.38644
morphology_shift,2,31,pull,shift,0.76738,0.53420,1,1.22558,1.07958,0.13840,0.04421,0.00594,0.01096,drawer_handle,0.39542
morphology_shift,2,32,rotate,shift,1.36871,0.53632,1,1.31025,1.19682,0.14590,0.03060,0.02579,0.00428,jar_lid,0.34001
morphology_shift,2,33,lift,shift,0.71647,0.52366,1,1.27748,1.00797,0.20967,0.06393,0.04704,0.00980,block,0.43718
morphology_shift,2,34,place,shift,1.22512,0.32036,1,1.26759,0.96587,0.17190,0.00453,0.00333,0.01112,block_to_bin,0.45002
morphology_shift,2,35,handoff,shift,0.77574,0.27455,1,1.23722,0.98431,0.15804,0.02772,0.02778,0.01027,tool_handoff,0.43089
morphology_shift,2,36,push,shift,0.77197,0.28977,-1,0.74044,0.95746,0.29350,0.03075,0.02441,0.00534,sliding_box,0.48073
morphology_shift,2,37,pull,shift,1.26342,0.31845,1,0.71923,0.93664,0.11664,0.00466,0.03934,0.01134,sliding_tray,0.47349
morphology_shift,2,38,rotate,shift,1.32202,0.30631,-1,0.73134,0.97919,0.11750,0.06958,0.04231,0.00630,jar_lid,0.44436
morphology_shift,2,39,lift,shift,0.73986,0.55629,-1,0.67903,0.93034,0.28916,0.00564,0.00763,0.00424,tool,0.47122
morphology_shift,2,40,place,shift,1.26106,0.54707,-1,0.77155,1.15786,0.23094,0.02602,0.03458,0.01090,block_to_bin,0.39468
morphology_shift,2,41,handoff,shift,0.74897,0.56108,-1,0.69677,1.06354,0.23976,0.05180,0.04749,0.01152,part_handoff,0.42819
object_affordance_ambiguity,2,0,push,seen,1.07130,0.35119,1,1.01622,1.13418,0.11229,0.03005,0.05546,0.00663,sliding_box,0.37561
object_affordance_ambiguity,2,1,pull,seen,0.99601,0.38441,-1,0.99082,1.02068,0.22127,0.07555,0.00480,0.00420,sliding_box,0.43657
object_affordance_ambiguity,2,2,rotate,seen,0.98003,0.38119,1,1.04434,0.89478,0.21655,0.06518,0.00215,0.00939,round_handle,0.46791
object_affordance_ambiguity,2,3,lift,seen,1.07020,0.44182,1,1.06589,0.92452,0.23653,0.02473,0.00197,0.00852,round_handle,0.48259
object_affordance_ambiguity,2,4,place,seen,1.03643,0.41771,-1,1.06844,1.07192,0.19072,0.05361,0.03402,0.01011,small_cup,0.44598
object_affordance_ambiguity,2,5,handoff,seen,1.07340,0.40043,1,0.97672,0.98830,0.21311,0.04373,0.04314,0.00707,small_cup,0.42689
object_affordance_ambiguity,2,6,push,seen,0.99805,0.38584,-1,0.96374,1.09278,0.12015,0.02724,0.04174,0.00452,sliding_box,0.38302
object_affordance_ambiguity,2,7,pull,seen,0.97211,0.39413,1,1.05706,0.85626,0.17294,0.03486,0.03652,0.00918,sliding_box,0.51458
object_affordance_ambiguity,2,8,rotate,seen,0.92821,0.38074,-1,1.00805,0.99956,0.18855,0.04916,0.04972,0.00525,round_handle,0.43543
object_affordance_ambiguity,2,9,lift,seen,0.95017,0.37615,-1,0.93948,0.98048,0.18588,0.00547,0.02174,0.00851,round_handle,0.43264
object_affordance_ambiguity,2,10,place,seen,1.00687,0.40555,-1,1.02926,1.08840,0.15480,0.01861,0.04373,0.00590,small_cup,0.38227
object_affordance_ambiguity,2,11,handoff,seen,1.06426,0.42631,1,0.97205,0.85907,0.24515,0.07689,0.01365,0.00768,small_cup,0.51707
object_affordance_ambiguity,2,12,push,seen,1.04595,0.40384,-1,0.93189,0.93720,0.15565,0.02870,0.04218,0.00923,sliding_box,0.46686
object_affordance_ambiguity,2,13,pull,seen,1.05069,0.35911,-1,1.01839,0.99270,0.19059,0.05071,0.01275,0.00454,sliding_box,0.43236
